438.731049
0.055, 0.212, 81.00
0.273, 0.102, 71.00
0.380, 0.610, 55.00
0.996, 0.142, 74.00
1.176, 0.128, 69.00
1.312, 0.296, 76.00
1.622, 0.395, 67.00
2.023, 0.151, 74.00
2.180, 0.142, 71.00
2.328, 0.575, 71.00
2.908, 0.810, 64.00
3.724, 0.157, 74.00
3.886, 0.340, 64.00
4.232, 0.624, 64.00
4.862, 0.093, 56.00
4.960, 0.522, 66.00
5.642, 0.131, 64.00
5.802, 0.209, 78.00
6.017, 0.261, 69.00
6.284, 0.279, 74.00
6.568, 0.615, 55.00
7.219, 0.107, 55.00
7.538, 0.174, 78.00
7.863, 0.415, 67.00
8.400, 0.223, 71.00
8.629, 0.354, 71.00
8.989, 0.119, 66.00
9.114, 0.093, 65.00
9.213, 0.467, 64.00
9.686, 0.194, 69.00
9.886, 0.093, 66.00
9.985, 0.125, 74.00
10.115, 0.592, 64.00
10.783, 0.099, 73.00
10.887, 0.139, 74.00
11.073, 0.099, 64.00
11.178, 0.496, 66.00
11.796, 0.200, 66.00
