439.238190
0.044, 0.551, 67.00
0.601, 0.139, 69.00
0.746, 0.197, 71.00
0.949, 0.099, 73.00
1.054, 0.168, 74.00
1.231, 0.139, 76.00
1.382, 0.235, 78.00
1.683, 0.183, 78.00
1.872, 0.221, 76.00
2.099, 0.096, 74.00
2.261, 0.122, 73.00
2.389, 0.160, 74.00
2.566, 0.116, 71.00
2.688, 0.223, 69.00
3.007, 0.122, 66.00
3.544, 0.134, 76.00
3.683, 0.168, 78.00
4.020, 0.293, 67.00
4.377, 0.473, 76.00
5.053, 0.113, 76.00
5.404, 0.218, 67.00
5.628, 0.093, 66.00
5.727, 0.168, 67.00
6.049, 0.203, 71.00
6.261, 0.122, 73.00
6.388, 0.189, 74.00
6.583, 0.125, 76.00
6.713, 0.200, 78.00
6.920, 0.340, 78.00
7.265, 0.102, 76.00
7.372, 0.192, 74.00
7.570, 0.157, 73.00
7.732, 0.104, 74.00
7.935, 0.110, 71.00
8.052, 0.200, 69.00
8.258, 0.116, 78.00
8.380, 0.160, 76.00
8.545, 0.183, 74.00
8.734, 0.157, 73.00
8.896, 0.104, 69.00
9.006, 0.093, 72.00
9.105, 0.247, 73.00
9.358, 0.104, 74.00
9.665, 0.267, 78.00
10.017, 0.241, 62.00
10.356, 0.151, 81.00
10.617, 0.099, 79.00
10.722, 0.102, 78.00
10.829, 0.409, 78.00
11.244, 0.122, 76.00
11.372, 0.122, 74.00
11.511, 0.209, 74.00
11.726, 0.139, 73.00
11.871, 0.119, 73.00
