438.984558
0.148, 0.104, 78.00
0.308, 0.145, 74.00
0.569, 0.134, 74.00
0.708, 0.148, 71.00
1.402, 0.113, 74.00
1.535, 0.099, 81.00
1.681, 0.099, 74.00
1.794, 0.131, 78.00
1.965, 0.104, 69.00
2.337, 0.104, 66.00
2.479, 0.142, 74.00
2.769, 0.119, 74.00
3.030, 0.113, 74.00
3.149, 0.421, 79.00
3.576, 0.226, 78.00
3.974, 0.136, 81.00
4.119, 0.110, 79.00
4.235, 0.110, 78.00
4.409, 0.113, 74.00
4.772, 0.409, 74.00
5.204, 0.136, 78.00
5.544, 0.206, 79.00
5.756, 0.116, 78.00
5.878, 0.142, 79.00
6.049, 0.110, 74.00
6.165, 0.154, 71.00
6.325, 0.104, 74.00
6.455, 0.107, 79.00
6.719, 0.110, 79.00
6.867, 0.116, 74.00
6.989, 0.134, 71.00
7.131, 0.131, 67.00
7.401, 0.134, 74.00
7.808, 0.125, 79.00
7.938, 0.104, 78.00
8.072, 0.157, 79.00
8.321, 0.145, 81.00
8.600, 0.099, 78.00
8.867, 0.122, 76.00
9.131, 0.293, 74.00
9.564, 0.189, 78.00
9.892, 0.221, 79.00
10.118, 0.116, 78.00
10.240, 0.116, 79.00
10.400, 0.104, 74.00
10.510, 0.136, 71.00
10.652, 0.128, 74.00
10.786, 0.093, 78.00
10.884, 0.270, 79.00
11.204, 0.122, 74.00
11.331, 0.131, 71.00
11.474, 0.104, 67.00
11.584, 0.145, 71.00
11.749, 0.131, 74.00
11.886, 0.104, 79.00
