436.960693
0.215, 0.099, 69.00
0.319, 0.145, 79.00
0.482, 0.311, 78.00
0.798, 0.093, 78.00
1.027, 0.418, 74.00
2.711, 0.580, 83.00
3.724, 0.099, 78.00
3.828, 0.369, 79.00
5.079, 0.409, 66.00
6.087, 0.223, 79.00
6.316, 0.110, 78.00
6.481, 0.107, 76.00
6.609, 0.430, 74.00
7.044, 0.113, 71.00
7.169, 0.136, 69.00
7.311, 0.128, 71.00
7.457, 0.107, 74.00
7.874, 0.113, 78.00
7.993, 0.386, 76.00
9.015, 0.374, 66.00
9.567, 0.218, 66.00
9.790, 0.154, 66.00
10.533, 0.253, 79.00
10.791, 0.139, 78.00
11.105, 0.366, 74.00
11.804, 0.102, 71.00
