438.731049
0.366, 0.131, 74.00
0.502, 0.131, 74.00
0.827, 0.244, 62.00
1.730, 0.134, 69.00
2.009, 0.319, 64.00
2.374, 0.566, 74.00
3.207, 0.102, 71.00
3.701, 0.102, 71.00
3.962, 0.171, 69.00
4.139, 0.093, 68.00
4.238, 0.206, 72.00
4.476, 0.331, 76.00
4.914, 0.366, 74.00
5.314, 0.099, 69.00
5.419, 0.116, 67.00
5.581, 0.104, 71.00
5.692, 0.104, 81.00
6.252, 0.145, 67.00
6.403, 0.116, 69.00
6.661, 0.107, 62.00
7.140, 0.104, 64.00
8.031, 0.128, 67.00
8.528, 0.235, 62.00
8.768, 0.113, 62.00
9.271, 0.186, 67.00
9.607, 0.107, 69.00
9.845, 0.104, 64.00
10.008, 0.186, 63.00
10.504, 0.238, 62.00
11.201, 0.099, 67.00
11.305, 0.139, 69.00
11.572, 0.104, 71.00
11.706, 0.096, 67.00
11.807, 0.110, 68.00
