441.272583
0.020, 0.400, 66.95
0.460, 0.240, 61.95
1.040, 0.160, 78.95
1.220, 0.120, 80.95
1.380, 0.160, 78.95
1.540, 0.160, 75.95
1.700, 0.120, 73.95
1.820, 0.200, 61.95
2.040, 0.200, 70.95
2.280, 0.120, 70.95
2.500, 0.180, 70.95
2.680, 0.180, 61.95
2.920, 0.120, 70.95
3.040, 0.400, 66.95
3.440, 0.120, 68.95
3.560, 0.180, 70.95
3.800, 0.160, 68.95
4.060, 0.120, 68.95
4.200, 0.360, 66.95
4.620, 0.120, 70.95
4.760, 0.120, 73.95
4.860, 0.180, 61.95
5.060, 0.160, 75.95
5.220, 0.320, 78.95
5.540, 0.200, 80.95
6.000, 0.440, 82.95
6.440, 0.120, 80.95
6.580, 0.140, 78.95
6.780, 0.160, 80.95
6.980, 0.300, 80.95
7.300, 0.120, 80.95
7.580, 0.120, 75.95
7.700, 0.240, 66.95
7.940, 0.120, 78.95
8.040, 0.220, 66.95
8.260, 0.140, 80.95
8.560, 0.140, 75.95
8.720, 0.160, 73.95
8.880, 0.180, 61.95
9.060, 0.160, 75.95
9.280, 0.120, 78.95
9.380, 0.140, 66.95
9.520, 0.200, 80.95
9.720, 0.360, 82.95
10.120, 0.120, 82.95
10.280, 0.160, 82.95
10.440, 0.120, 80.95
10.540, 0.120, 66.95
10.720, 0.160, 80.95
10.920, 0.120, 78.95
11.040, 0.160, 75.95
11.280, 0.160, 61.95
11.520, 0.120, 66.95
11.700, 0.260, 80.95
