439.745911
0.080, 0.120, 66.01
0.280, 0.120, 79.01
0.740, 0.120, 66.01
0.900, 0.260, 66.01
1.240, 0.140, 76.01
1.400, 0.120, 73.01
1.520, 0.180, 69.01
1.700, 0.220, 71.01
1.920, 0.120, 74.01
2.020, 0.200, 71.01
2.220, 0.120, 69.01
2.360, 0.180, 66.01
2.540, 0.140, 64.01
2.680, 0.120, 62.01
2.840, 0.140, 66.01
2.980, 0.220, 69.01
3.200, 0.300, 71.01
3.500, 0.120, 69.01
3.820, 0.120, 76.01
4.000, 0.120, 78.01
4.140, 0.180, 79.01
4.320, 0.140, 78.01
4.500, 0.120, 76.01
4.660, 0.140, 78.01
4.820, 0.120, 74.01
4.980, 0.140, 78.01
5.120, 0.120, 76.01
5.240, 0.120, 73.01
5.420, 0.300, 69.01
5.740, 0.120, 74.01
5.900, 0.120, 73.01
6.320, 0.120, 45.01
6.600, 0.140, 78.01
6.780, 0.120, 81.01
6.900, 0.160, 74.01
7.080, 0.140, 78.01
7.260, 0.120, 69.01
7.400, 0.140, 74.01
7.540, 0.120, 66.01
7.640, 0.140, 78.01
7.780, 0.420, 81.01
8.340, 0.180, 78.01
8.520, 0.160, 76.01
8.800, 0.120, 60.01
8.900, 0.120, 72.01
9.000, 0.160, 76.01
9.180, 0.120, 79.01
9.300, 0.160, 72.01
9.480, 0.180, 76.01
9.660, 0.120, 67.01
9.780, 0.340, 79.01
10.140, 0.140, 78.01
10.280, 0.160, 76.01
10.500, 0.160, 78.01
10.920, 0.180, 79.01
11.200, 0.220, 79.01
11.420, 0.140, 81.01
11.560, 0.160, 79.01
11.760, 0.140, 78.01
11.900, 0.120, 76.01
