441.017792
0.040, 0.120, 68.96
0.240, 0.140, 66.96
0.380, 0.120, 63.96
0.500, 0.180, 65.96
0.680, 0.240, 66.96
0.920, 0.140, 70.96
1.060, 0.120, 66.96
1.240, 0.120, 63.96
1.400, 0.280, 61.96
1.680, 0.160, 70.96
1.840, 0.140, 61.96
1.980, 0.120, 66.96
2.240, 0.120, 68.96
2.360, 0.120, 66.96
2.480, 0.160, 68.96
2.920, 0.120, 73.96
3.040, 0.120, 75.96
3.300, 0.160, 78.96
3.460, 0.240, 66.96
3.800, 0.160, 61.96
4.380, 0.140, 66.96
4.540, 0.220, 66.96
4.760, 0.120, 61.96
4.880, 0.140, 70.96
5.020, 0.120, 66.96
5.140, 0.180, 73.96
5.340, 0.160, 66.96
5.720, 0.140, 73.96
6.260, 0.140, 73.96
6.520, 0.120, 71.96
6.680, 0.120, 68.96
6.860, 0.180, 68.96
7.040, 0.140, 70.96
7.180, 0.120, 66.96
7.380, 0.120, 73.96
7.900, 0.120, 75.96
8.140, 0.120, 78.96
8.300, 0.120, 73.96
8.540, 0.120, 66.96
8.840, 0.120, 66.96
9.080, 0.120, 66.96
9.180, 0.240, 70.96
9.440, 0.120, 73.96
9.600, 0.120, 66.96
9.720, 0.140, 75.96
10.100, 0.120, 75.96
10.260, 0.120, 78.96
10.360, 0.140, 66.96
10.540, 0.120, 65.96
10.660, 0.120, 66.96
10.840, 0.120, 80.96
10.940, 0.120, 77.96
11.220, 0.120, 77.96
11.340, 0.140, 78.96
11.600, 0.120, 65.96
11.740, 0.140, 66.96
