438.984558
0.160, 0.120, 69.04
0.300, 0.120, 69.04
0.540, 0.160, 69.04
0.700, 0.120, 71.04
0.820, 0.120, 72.04
0.960, 0.120, 74.04
1.120, 0.120, 76.04
1.240, 0.140, 74.04
1.500, 0.140, 69.04
1.640, 0.280, 67.04
1.920, 0.140, 62.04
2.060, 0.160, 67.04
2.220, 0.120, 64.04
2.320, 0.120, 67.04
2.460, 0.180, 62.04
2.640, 0.120, 64.04
2.760, 0.260, 67.04
3.140, 0.160, 67.04
3.300, 0.140, 69.04
3.440, 0.140, 67.04
3.580, 0.120, 64.04
3.680, 0.180, 67.04
3.860, 0.240, 72.04
4.120, 0.120, 72.04
4.260, 0.140, 74.04
4.400, 0.120, 76.04
4.520, 0.140, 78.04
4.660, 0.120, 79.04
4.780, 0.160, 76.04
4.940, 0.120, 74.04
5.060, 0.140, 71.04
5.200, 0.200, 69.04
5.460, 0.300, 67.04
5.940, 0.120, 66.04
6.040, 0.280, 67.04
6.320, 0.120, 62.04
6.440, 0.180, 67.04
6.620, 0.120, 64.04
6.720, 0.140, 67.04
6.860, 0.160, 62.04
7.020, 0.120, 64.04
7.140, 0.260, 67.04
7.440, 0.120, 71.04
7.540, 0.160, 67.04
7.720, 0.140, 69.04
7.860, 0.140, 67.04
8.080, 0.160, 67.04
8.240, 0.280, 69.04
8.520, 0.140, 64.04
8.680, 0.120, 69.04
8.800, 0.140, 66.04
8.940, 0.120, 69.04
9.080, 0.140, 64.04
9.300, 0.180, 69.04
9.480, 0.120, 71.04
9.600, 0.140, 72.04
9.760, 0.120, 74.04
9.880, 0.120, 76.04
10.020, 0.140, 74.04
10.180, 0.120, 71.04
10.300, 0.140, 69.04
10.460, 0.140, 67.04
10.640, 0.120, 62.04
10.740, 0.200, 67.04
11.000, 0.120, 64.04
11.140, 0.140, 67.04
11.280, 0.160, 62.04
11.440, 0.120, 64.04
11.560, 0.260, 67.04
11.820, 0.140, 71.04
